EVENT,BOUT,WEIGHTCLASS,METHOD,ROUND,TIME,DETAILS,WINNER,LOSER,TOTAL ROUNDS,AGE.DIFF.WINNER,REACH.DIFF.WINNER,HEIGHT.DIFF.WINNER
UFC Fight Night: Dern vs. Ribas 2 ,Ernesta Kareckaite  vs. Nicolle Caliari ,Women's Flyweight Bout,Decision,3,5:00,Sal D'amato 28 - 29.Mike Bell 29 - 28.Ron McCarthy 28 - 29.,Ernesta Kareckaite,Nicolle Caliari,3.0,-1.6657534246575345,22.860000000000014,15.23999999999998
UFC Fight Night: Dern vs. Ribas 2 ,Magomed Gadzhiyasulov  vs. Bruno Lopes ,Light Heavyweight Bout,Decision,3,5:00,Junichiro Kamijo 28 - 29.David Lethaby 28 - 29.Bryan Miner 28 - 29.,Bruno Lopes,Magomed Gadzhiyasulov,3.0,0.5315068493150719,-2.539999999999992,0.0
UFC Fight Night: Dern vs. Ribas 2 ,Fatima Kline  vs. Viktoriia Dudakova ,Women's Strawweight Bout,KO/TKO,2,4:27,Elbows to Head From Half Guard ,Fatima Kline,Viktoriia Dudakova,3.0,-1.4602739726027387,0.0,2.539999999999992
UFC Fight Night: Dern vs. Ribas 2 ,Nurullo Aliev  vs. Joe Solecki ,Lightweight Bout,Decision,3,5:00,David Lethaby 27 - 30.Mike Bell 28 - 29.Sal D'amato 28 - 29.,Nurullo Aliev,Joe Solecki,3.0,-7.287671232876711,5.079999999999984,2.5400000000000205
UFC Fight Night: Covington vs. Buckley ,Colby Covington  vs. Joaquin Buckley ,Welterweight Bout,KO/TKO,3,4:42,Cut above eye,Joaquin Buckley,Colby Covington,5.0,-6.18082191780822,10.159999999999997,-2.539999999999992
UFC Fight Night: Covington vs. Buckley ,Cub Swanson  vs. Billy Quarantillo ,Featherweight Bout,KO/TKO,3,1:36,Punch to Head At Distance ,Cub Swanson,Billy Quarantillo,3.0,5.104109589041094,0.0,-5.0800000000000125
UFC Fight Night: Covington vs. Buckley ,Manel Kape  vs. Bruno Silva ,Flyweight Bout,KO/TKO,3,1:57,Punches to Head At Distance ,Manel Kape,Bruno Silva,3.0,-3.668493150684931,7.6200000000000045,2.539999999999992
UFC Fight Night: Covington vs. Buckley ,Manel Kape  vs. Bruno Silva ,Flyweight Bout,KO/TKO,3,1:57,Punches to Head At Distance ,Manel Kape,Bruno Silva,3.0,-3.668493150684931,7.6200000000000045,-17.78
UFC Fight Night: Covington vs. Buckley ,Manel Kape  vs. Bruno Silva ,Flyweight Bout,KO/TKO,3,1:57,Punches to Head At Distance ,Manel Kape,Bruno Silva,3.0,-3.668493150684931,-15.240000000000009,2.539999999999992
UFC Fight Night: Covington vs. Buckley ,Manel Kape  vs. Bruno Silva ,Flyweight Bout,KO/TKO,3,1:57,Punches to Head At Distance ,Manel Kape,Bruno Silva,3.0,-3.668493150684931,-15.240000000000009,-17.78
UFC Fight Night: Covington vs. Buckley ,Manel Kape  vs. Bruno Silva ,Flyweight Bout,KO/TKO,3,1:57,Punches to Head At Distance ,Manel Kape,Bruno Silva,3.0,-4.342465753424648,7.6200000000000045,2.539999999999992
UFC Fight Night: Covington vs. Buckley ,Manel Kape  vs. Bruno Silva ,Flyweight Bout,KO/TKO,3,1:57,Punches to Head At Distance ,Manel Kape,Bruno Silva,3.0,-4.342465753424648,7.6200000000000045,-17.78
UFC Fight Night: Covington vs. Buckley ,Manel Kape  vs. Bruno Silva ,Flyweight Bout,KO/TKO,3,1:57,Punches to Head At Distance ,Manel Kape,Bruno Silva,3.0,-4.342465753424648,-15.240000000000009,2.539999999999992
UFC Fight Night: Covington vs. Buckley ,Manel Kape  vs. Bruno Silva ,Flyweight Bout,KO/TKO,3,1:57,Punches to Head At Distance ,Manel Kape,Bruno Silva,3.0,-4.342465753424648,-15.240000000000009,-17.78
UFC Fight Night: Covington vs. Buckley ,Vitor Petrino  vs. Dustin Jacoby ,Light Heavyweight Bout,KO/TKO,3,3:44,Punch to Head At Distance ,Dustin Jacoby,Vitor Petrino,3.0,9.405479452054792,-2.5400000000000205,2.539999999999992
UFC Fight Night: Covington vs. Buckley ,Adrian Yanez  vs. Daniel Marcos ,Bantamweight Bout,Decision,3,5:00,Derek Cleary 27 - 30.Chris Lee 29 - 28.Eric Colon 28 - 29.,Daniel Marcos,Adrian Yanez,3.0,0.7315068493150676,-2.5400000000000205,0.0
UFC Fight Night: Covington vs. Buckley ,Navajo Stirling  vs. Tuco Tokkos ,Light Heavyweight Bout,Decision,3,5:00,Jason Grenier 27 - 30.Eric Colon 27 - 30.Derek Cleary 27 - 30.,Navajo Stirling,Tuco Tokkos,3.0,-7.361643835616437,7.6200000000000045,0.0
UFC Fight Night: Covington vs. Buckley ,Michael Johnson  vs. Ottman Azaitar ,Lightweight Bout,KO/TKO,2,2:03,Punch to Head At Distance ,Michael Johnson,Ottman Azaitar,3.0,3.7178082191780817,5.079999999999984,5.0800000000000125
UFC Fight Night: Covington vs. Buckley ,Joel Alvarez  vs. Drakkar Klose ,Lightweight Bout,KO/TKO,1,2:48,Knee to Head At Distance ,Joel Alvarez,Drakkar Klose,3.0,-4.983561643835614,17.78,15.240000000000009
UFC Fight Night: Covington vs. Buckley ,Sean Woodson  vs. Fernando Padilla ,Featherweight Bout,KO/TKO,1,4:58,Punches to Head At Distance ,Sean Woodson,Fernando Padilla,3.0,4.526027397260275,5.0800000000000125,2.5400000000000205
UFC Fight Night: Covington vs. Buckley ,Miles Johns  vs. Felipe Lima ,Featherweight Bout,Decision,3,5:00,Troy Wincapaw 27 - 30.Chris Lee 27 - 30.Sal D'amato 27 - 30.,Felipe Lima,Miles Johns,3.0,-4.106849315068494,0.0,-2.5400000000000205
UFC Fight Night: Covington vs. Buckley ,Miranda Maverick  vs. Jamey-Lyn Horth ,Women's Flyweight Bout,Decision,3,5:00,Solimar Miranda 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,Miranda Maverick,Jamey-Lyn Horth,3.0,-7.260273972602736,-2.539999999999992,-10.159999999999997
UFC Fight Night: Covington vs. Buckley ,Davey Grant  vs. Ramon Taveras ,Bantamweight Bout,Decision,3,5:00,Derek Cleary 28 - 29.Eric Colon 27 - 30.Christopher Edgehill 27 - 30.,Davey Grant,Ramon Taveras,3.0,8.065753424657533,-2.5400000000000205,0.0
UFC Fight Night: Covington vs. Buckley ,Josefine Knutsson  vs. Piera Rodriguez ,Women's Strawweight Bout,Decision,3,5:00,Eric Colon 27 - 30.Jason Grenier 27 - 30.Sal D'amato 27 - 30.,Piera Rodriguez,Josefine Knutsson,3.0,3.180821917808217,7.6200000000000045,0.0
UFC 310: Pantoja vs. Asakura ,Alexandre Pantoja  vs. Kai Asakura ,UFC Flyweight Title Bout,Submission,2,2:05,Rear Naked Choke ,Alexandre Pantoja,Kai Asakura,5.0,3.5452054794520578,-5.079999999999984,-7.6200000000000045
UFC 310: Pantoja vs. Asakura ,Shavkat Rakhmonov  vs. Ian Machado Garry ,Welterweight Bout,Decision,5,5:00,Mike Bell 47 - 48.Chris Lee 47 - 48.Ron McCarthy 47 - 48.,Shavkat Rakhmonov,Ian Machado Garry,5.0,3.0712328767123296,7.6200000000000045,-5.0800000000000125
UFC 310: Pantoja vs. Asakura ,Ciryl Gane  vs. Alexander Volkov ,Heavyweight Bout,Decision,3,5:00,Adalaide Byrd 28 - 29.Eric Colon 29 - 28.Junichiro Kamijo 28 - 29.,Ciryl Gane,Alexander Volkov,3.0,-1.4657534246575352,2.5400000000000205,-7.6200000000000045
UFC 310: Pantoja vs. Asakura ,Bryce Mitchell  vs. Kron Gracie ,Featherweight Bout,KO/TKO,3,0:39,Elbows to Head From Guard ,Bryce Mitchell,Kron Gracie,3.0,-6.2356164383561605,0.0,2.5400000000000205
UFC 310: Pantoja vs. Asakura ,Nate Landwehr  vs. Dooho Choi ,Featherweight Bout,KO/TKO,3,3:21,Elbows to Head From Crucifix ,Dooho Choi,Nate Landwehr,3.0,-2.843835616438355,-5.079999999999984,2.5400000000000205
UFC 310: Pantoja vs. Asakura ,Dominick Reyes  vs. Anthony Smith ,Light Heavyweight Bout,KO/TKO,2,4:46,Punches to Head On Ground ,Dominick Reyes,Anthony Smith,3.0,-1.4191780821917774,2.5400000000000205,0.0
UFC 310: Pantoja vs. Asakura ,Vicente Luque  vs. Themba Gorimbo ,Welterweight Bout,Submission,1,0:52,Anaconda Choke On Ground ,Vicente Luque,Themba Gorimbo,3.0,-0.8438356164383549,-5.0800000000000125,-5.079999999999984
UFC 310: Pantoja vs. Asakura ,Movsar Evloev  vs. Aljamain Sterling ,Featherweight Bout,Decision,3,5:00,Ben Cartlidge 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,Movsar Evloev,Aljamain Sterling,3.0,-4.536986301369868,2.539999999999992,0.0
UFC 310: Pantoja vs. Asakura ,Randy Brown  vs. Bryan Battle ,Welterweight Bout,Decision,3,5:00,Mike Bell 29 - 28.Adalaide Byrd 28 - 29.Ron McCarthy 28 - 29.,Bryan Battle,Randy Brown,3.0,-4.208219178082189,-2.539999999999992,-5.0800000000000125
UFC 310: Pantoja vs. Asakura ,Chris Weidman  vs. Eryk Anders ,Catch Weight Bout,KO/TKO,2,4:51,Punches to Head On Ground ,Eryk Anders,Chris Weidman,3.0,-2.843835616438362,-7.6200000000000045,-2.5400000000000205
UFC 310: Pantoja vs. Asakura ,Cody Durden  vs. Joshua Van ,Flyweight Bout,Decision,3,5:00,Mike Bell 28 - 29.Eric Colon 26 - 30.Ron McCarthy 27 - 30.,Joshua Van,Cody Durden,3.0,-10.542465753424654,-5.0800000000000125,-5.0800000000000125
UFC 310: Pantoja vs. Asakura ,Michael Chiesa  vs. Max Griffin ,Welterweight Bout,Submission,3,1:56,Rear Naked Choke ,Michael Chiesa,Max Griffin,3.0,-2.021917808219179,-2.539999999999992,5.079999999999984
UFC 310: Pantoja vs. Asakura ,Clay Guida  vs. Chase Hooper ,Lightweight Bout,Submission,1,3:41,Armbar From Mount ,Chase Hooper,Clay Guida,3.0,-17.775342465753425,10.159999999999997,15.23999999999998
UFC 310: Pantoja vs. Asakura ,Kennedy Nzechukwu  vs. Lukasz Brzeski ,Heavyweight Bout,KO/TKO,1,4:51,Punch to Head At Distance ,Kennedy Nzechukwu,Lukasz Brzeski,3.0,-0.0739726027397225,12.699999999999989,5.0800000000000125
UFC Fight Night: Yan vs. Figueiredo ,Petr Yan  vs. Deiveson Figueiredo ,Bantamweight Bout,Decision,5,5:00,Sal D'amato 45 - 50.David Lethaby 45 - 50.Clemens Werner 45 - 50.,Petr Yan,Deiveson Figueiredo,5.0,-5.156164383561638,-2.539999999999992,5.0800000000000125
UFC Fight Night: Yan vs. Figueiredo ,Yan Xiaonan  vs. Tabatha Ricci ,Women's Strawweight Bout,Decision,3,5:00,Sal D'amato 27 - 30.Mark Collett 27 - 30.Vito Paolillo 27 - 30.,Yan Xiaonan,Tabatha Ricci,3.0,5.6876712328767205,5.0800000000000125,10.159999999999997
UFC Fight Night: Yan vs. Figueiredo ,Song Kenan  vs. Muslim Salikhov ,Welterweight Bout,KO/TKO,1,3:49,Kick to Head At DistanceWheel kick,Muslim Salikhov,Song Kenan,3.0,5.7534246575342465,-2.539999999999992,-2.539999999999992
UFC Fight Night: Yan vs. Figueiredo ,Wang Cong  vs. Gabriella Fernandes ,Women's Flyweight Bout,Submission,2,3:49,Rear Naked Choke ,Gabriella Fernandes,Wang Cong,3.0,-1.2465753424657464,0.0,0.0
UFC Fight Night: Yan vs. Figueiredo ,Volkan Oezdemir  vs. Carlos Ulberg ,Light Heavyweight Bout,Decision,3,5:00,Mark Christie 27 - 30.Vito Paolillo 27 - 30.Evan Field 28 - 29.,Carlos Ulberg,Volkan Oezdemir,3.0,-1.1342465753424662,5.0800000000000125,5.079999999999984
UFC Fight Night: Yan vs. Figueiredo ,Zhang Mingyang  vs. Ozzy Diaz ,Light Heavyweight Bout,KO/TKO,1,2:25,Elbow to Head At Distance ,Zhang Mingyang,Ozzy Diaz,3.0,-7.736986301369864,-10.159999999999997,-5.079999999999984
UFC Fight Night: Yan vs. Figueiredo ,Baergeng Jieleyisi  vs. SuYoung You ,Road to UFC 3 Bantamweight Tournament TitleBout,Decision,3,5:00,Mark Christie 27 - 30.Clemens Werner 27 - 30.David Lethaby 28 - 29.,SuYoung You,Baergeng Jieleyisi,3.0,-0.046575342465757785,-15.240000000000009,-7.6200000000000045
UFC Fight Night: Yan vs. Figueiredo ,Kiru Sahota  vs. DongHun Choi ,Road to UFC 3 Flyweight Tournament TitleBout,KO/TKO,1,2:36,Punch to Head At Distance ,DongHun Choi,Kiru Sahota,3.0,-3.6027397260273943,-17.78,-12.700000000000017
UFC Fight Night: Yan vs. Figueiredo ,Shi Ming  vs. Feng Xiaocan ,Road to UFC 3 Women's Strawweight Tournament TitleBout,KO/TKO,3,0:46,Kick to Head At Distance ,Shi Ming,Feng Xiaocan,3.0,6.956164383561646,-17.78,-12.700000000000017
UFC Fight Night: Yan vs. Figueiredo ,Nyamjargal Tumendemberel  vs. Carlos Hernandez ,Flyweight Bout,Decision,3,5:00,Mark Collett 28 - 29.Sal D'amato 29 - 28.Clemens Werner 28 - 29.,Carlos Hernandez,Nyamjargal Tumendemberel,3.0,4.4082191780821915,-10.159999999999997,2.539999999999992
UFC Fight Night: Yan vs. Figueiredo ,Lone'er Kavanagh  vs. Jose Ochoa ,Flyweight Bout,Decision,3,5:00,Mark Christie 27 - 30.Evan Field 28 - 29.Vito Paolillo 28 - 29.,Lone'er Kavanagh,Jose Ochoa,3.0,1.5643835616438366,0.0,-2.5400000000000205
UFC Fight Night: Yan vs. Figueiredo ,Xiao Long  vs. Quang Le ,Bantamweight Bout,KO/TKO,3,1:28,Punch to Head At Distance ,Xiao Long,Quang Le,3.0,-6.490410958904111,0.0,2.539999999999992
UFC Fight Night: Yan vs. Figueiredo , Maheshate  vs. Nikolas Motta ,Lightweight Bout,Decision,3,5:00,Evan Field 27 - 30.David Lethaby 27 - 30.Vito Paolillo 27 - 30.,Nikolas Motta,Maheshate,3.0,6.813698630136983,-2.539999999999992,-7.6200000000000045
UFC 309: Jones vs. Miocic ,Jon Jones  vs. Stipe Miocic ,UFC Heavyweight Title Bout,KO/TKO,3,4:29,Spinning Back Kick Body ,Jon Jones,Stipe Miocic,5.0,-4.9178082191780845,10.160000000000025,0.0
UFC 309: Jones vs. Miocic ,Charles Oliveira  vs. Michael Chandler ,Lightweight Bout,Decision,5,5:00,Eric Colon 46 - 49.Junichiro Kamijo 46 - 49.Ron McCarthy 45 - 49.,Charles Oliveira,Michael Chandler,5.0,-3.484931506849314,7.6200000000000045,5.0800000000000125
UFC 309: Jones vs. Miocic ,Bo Nickal  vs. Paul Craig ,Middleweight Bout,Decision,3,5:00,Chris Bolinski 27 - 30.Sal D'amato 27 - 30.Bryan Miner 27 - 30.,Bo Nickal,Paul Craig,3.0,-8.136986301369866,0.0,-5.0800000000000125
UFC 309: Jones vs. Miocic ,Viviane Araujo  vs. Karine Silva ,Women's Flyweight Bout,Decision,3,5:00,Derek Cleary 28 - 29.Junichiro Kamijo 28 - 29.Chris Lee 28 - 29.,Viviane Araujo,Karine Silva,3.0,7.035616438356165,2.539999999999992,-2.539999999999992
UFC 309: Jones vs. Miocic ,Mauricio Ruffy  vs. James Llontop ,Catch Weight Bout,Decision,3,5:00,Eric Colon 28 - 29.Ron McCarthy 28 - 29.Bryan Miner 28 - 29.,Mauricio Ruffy,James Llontop,3.0,3.1260273972602732,5.0800000000000125,-2.539999999999992
UFC 309: Jones vs. Miocic ,Jonathan Martinez  vs. Marcus McGhee ,Bantamweight Bout,Decision,3,5:00,Chris Bolinski 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,Marcus McGhee,Jonathan Martinez,3.0,3.9561643835616422,-2.5400000000000205,0.0
UFC 309: Jones vs. Miocic ,Jim Miller  vs. Damon Jackson ,Lightweight Bout,Submission,1,2:44,Guillotine Choke After Drop to Guard ,Jim Miller,Damon Jackson,3.0,4.945205479452056,0.0,-7.6200000000000045
UFC 309: Jones vs. Miocic ,David Onama  vs. Roberto Romero ,Lightweight Bout,Decision,3,5:00,Chris Bolinski 27 - 30.Chris Lee 27 - 30.Ron McCarthy 27 - 30.,David Onama,Roberto Romero,3.0,5.652054794520549,10.159999999999997,7.6200000000000045
